#stable_id	start	end	strand	biotype	description
MRA_3198	3546069	3546551	-1	protein_coding	hypothetical protein
MRA_3199	3546548	3547507	-1	protein_coding	hypothetical protein
MRA_3200	3547587	3548213	-1	protein_coding	TetR-family transcriptional regulator
MRA_3201	3548258	3549394	1	protein_coding	hypothetical protein
MRA_3202	3549394	3550518	1	protein_coding	hypothetical protein
MRA_3203	3550661	3552007	1	protein_coding	flavin-containing amine oxidase
MRA_3204	3552002	3552901	-1	protein_coding	non-heme haloperoxidase Hpx
MRA_3205	3553038	3553520	-1	protein_coding	hypothetical protein
MRA_3206	3553599	3554201	-1	protein_coding	TetR/AcrR-family transcriptional regulator
MRA_3207	3554294	3555001	1	protein_coding	short-chain dehydrogenase
MRA_3208	3555016	3556503	1	protein_coding	amidase
MRA_3209	3556500	3557456	-1	protein_coding	epoxide hydrolase MesT
MRA_3210	3557603	3558463	1	protein_coding	putative peroxidase
MRA_3211	3558594	3558953	1	protein_coding	hypothetical protein
MRA_3212	3559190	3559486	1	protein_coding	hypothetical protein
MRA_3213	3559774	3561063	1	protein_coding	hypothetical protein
MRA_3214	3561410	3561844	-1	protein_coding	hypothetical protein
MRA_3215	3561847	3562299	-1	protein_coding	hypothetical protein
MRA_3216	3562530	3562874	1	protein_coding	hypothetical protein
MRA_3217	3562871	3563200	1	protein_coding	putative transcriptional regulatory protein
MRA_3218	3563562	3563888	1	protein_coding	IS6110 hypothetical protein
MRA_3219	3563939	3564823	1	protein_coding	IS6110 transposase
MRA_3220	3565096	3565443	1	protein_coding	hypothetical protein
MRA_3221	3565440	3566060	1	protein_coding	hypothetical protein
MRA_3222	3566220	3567485	-1	protein_coding	hypothetical protein
MRA_3223	3567653	3567862	1	protein_coding	hypothetical protein
MRA_3224	3568109	3569143	-1	protein_coding	putative transposase
MRA_3225	3569427	3569636	-1	protein_coding	hypothetical protein
MRA_t38	3570153	3570226	-1	tRNA	-
MRA_3226	3570346	3570807	1	protein_coding	conserved hypothetical alanine and proline rich protein
MRA_3227	3570977	3573955	-1	protein_coding	hypothetical protein
MRA_3228	3574047	3575069	-1	protein_coding	putative conserved secreted protein
MRA_3229	3575147	3576565	1	protein_coding	hypothetical protein
MRA_3230	3576571	3577470	1	protein_coding	hypothetical protein
MRA_3231	3577479	3577679	-1	protein_coding	hypothetical protein
MRA_3232	3577807	3579150	1	protein_coding	ABC transporter ATP-binding protein
MRA_3233	3579184	3579462	-1	protein_coding	putative transcriptional regulatory protein whib-like WhiB7
MRA_3234	3579892	3581994	-1	protein_coding	putative ATP dependent DNA helicase UvrD2
MRA_3235	3582118	3582372	1	protein_coding	putative glutaredoxin protein
MRA_3236	3582385	3583326	-1	protein_coding	NADH pyrophosphatase
MRA_3237	3583385	3584452	-1	protein_coding	putative transmembrane cation transporter
MRA_3238	3584514	3587819	-1	protein_coding	UvrD/Rep family helicase
MRA_3239	3587816	3590983	-1	protein_coding	UvrD/Rep family helicase
MRA_3240	3591069	3591278	1	protein_coding	hypothetical protein
MRA_3241	3591420	3592094	1	protein_coding	lipase LipV
MRA_3242	3592097	3592402	1	protein_coding	putative 6-O-methylguanine DNA methyltransferase
MRA_3243	3592409	3593287	-1	protein_coding	hypothetical protein
MRA_3244	3593314	3594492	-1	protein_coding	molybdenum cofactor biosynthesis protein MoeB1
MRA_3245	3594583	3595440	-1	protein_coding	conserved hypothetical protein
MRA_3246	3595786	3596472	1	protein_coding	TetR-family transcriptional regulator
MRA_3247	3596459	3596731	-1	protein_coding	hypothetical protein
MRA_3248	3597056	3597616	1	protein_coding	hypothetical protein
MRA_3249	3597626	3598321	-1	protein_coding	hypothetical protein
MRA_3250	3598580	3600163	1	protein_coding	ATP-dependent RNA helicase RhlE
MRA_3251	3600176	3601399	1	protein_coding	conserved hypothetical alanine valine rich protein
MRA_3252	3601475	3602275	-1	protein_coding	soj/parA-related protein
MRA_3253	3602429	3603040	1	protein_coding	putative phosphoglycerate mutase Gpm2
MRA_3254	3603037	3604155	1	protein_coding	putative isochorismate synthase EntC
MRA_3255	3604303	3604635	1	protein_coding	putative acetyltransferase
MRA_3256	3604587	3605018	-1	protein_coding	putative conserved integral membrane protein
MRA_3257	3605251	3606216	1	protein_coding	conserved hypothetical protein
MRA_3258	3606496	3606750	1	protein_coding	putative transcriptional regulatory protein whib-like WhiB1
MRA_3259	3606812	3608317	-1	protein_coding	putative two component sensor kinase
MRA_3260	3608334	3608549	-1	protein_coding	hypothetical protein
MRA_3261	3608834	3609139	-1	protein_coding	putative anti-sigma factor
MRA_3262	3609136	3609687	-1	protein_coding	hypothetical protein
MRA_3263	3609684	3610334	-1	protein_coding	RNA polymerase sigma-70 factor
MRA_3264	3610634	3611482	1	protein_coding	putative short-chain type dehydrogenase/reductase
MRA_3265	3611578	3611805	-1	protein_coding	hypothetical protein
MRA_3266	3611799	3613223	-1	protein_coding	putative transferase
MRA_3267	3613347	3614105	-1	protein_coding	hypothetical protein
MRA_3268	3614160	3615512	1	protein_coding	3-phosphoshikimate 1-carboxyvinyltransferase
MRA_3269	3615509	3616501	1	protein_coding	hypothetical protein
MRA_3270	3616534	3617817	-1	protein_coding	putative linoleoyl-CoA desaturase
MRA_3271	3617895	3619037	-1	protein_coding	hypothetical oxidoreductase
MRA_3272	3619147	3619656	-1	protein_coding	hypothetical protein
MRA_3273	3619653	3620540	-1	protein_coding	putative RNA polymerase sigma factor
MRA_3274	3620564	3621154	-1	protein_coding	hypothetical protein
MRA_3275	3621157	3621972	-1	protein_coding	hypothetical protein
MRA_3276	3622083	3622724	1	protein_coding	hypothetical alanine, arginine and proline rich protein
MRA_3277	3622742	3623899	-1	protein_coding	putative cation/proton antiporter
MRA_3278	3623904	3624386	-1	protein_coding	hypothetical protein
MRA_3279	3624447	3625181	-1	protein_coding	putative conserved integral membrane protein
MRA_3280	3625240	3628386	-1	protein_coding	putative integral membrane transport protein
MRA_3281	3628465	3631314	-1	protein_coding	translocase
MRA_3282	3631393	3632037	-1	protein_coding	S30AE family protein
MRA_3283	3632353	3632994	-1	protein_coding	hypothetical protein
MRA_3284	3633032	3633874	-1	protein_coding	hypothetical protein
MRA_3285	3633942	3635693	-1	protein_coding	putative conserved lipoprotein LpqB
MRA_3286	3635693	3637396	-1	protein_coding	two component sensory transduction histidine kinase MtrB
MRA_3287	3637446	3638132	-1	protein_coding	two component sensory transduction transcriptional regulatory protein MtrA
MRA_3288	3638202	3638846	-1	protein_coding	thymidylate kinase
MRA_3289	3638943	3640430	-1	protein_coding	S-adenosyl-L-homocysteine hydrolase
MRA_3290	3640535	3641170	-1	protein_coding	putative marr-family transcriptional regulatory protein
MRA_3291	3641167	3641349	-1	protein_coding	rubredoxin RubB
MRA_3292	3641354	3641521	-1	protein_coding	rubredoxin RubA
MRA_3293	3641521	3642771	-1	protein_coding	transmembrane alkane 1-monooxygenase AlkB
MRA_3294	3642880	3644367	-1	protein_coding	amino acid permease
MRA_3295	3644458	3645846	1	protein_coding	hypothetical protein
MRA_3296	3645824	3647050	-1	protein_coding	mannose-6-phosphate isomerase
MRA_3297	3647058	3648098	-1	protein_coding	hypothetical protein
MRA_3298	3648095	3649492	-1	protein_coding	phosphomannomutase PmmA
MRA_3299	3649594	3650085	-1	protein_coding	hypothetical protein
MRA_3300	3650208	3650627	1	protein_coding	hypothetical protein
MRA_3301	3650655	3650924	-1	protein_coding	WhiB-related protein
MRA_3302	3651326	3652321	1	protein_coding	putative f420 biosynthesis protein FbiA
MRA_3303	3652318	3653664	1	protein_coding	putative F420 biosynthesis protein FbiB
MRA_3304	3653960	3655621	1	protein_coding	DNA methylase
MRA_3305	3655681	3656760	-1	protein_coding	mannose-1-phosphate guanyltransferase
MRA_3306	3656762	3657667	-1	protein_coding	putative dTDP-RHA:A-D-GlcNAc-diphosphoryl polyprenol,A-3-L-rhamnosyltransferase WbbL1
MRA_3307	3657678	3658592	-1	protein_coding	dTDP-4-dehydrorhamnose reductase
MRA_3308	3658668	3660164	1	protein_coding	conserved hypothetical protein
MRA_3309	3660203	3660892	1	protein_coding	hypothetical protein
MRA_3310	3661017	3661298	1	protein_coding	hypothetical protein
MRA_3311	3661309	3663465	1	protein_coding	metal cation transporting P-type ATPase CtpC
MRA_3312	3663462	3664130	-1	protein_coding	putative conserved integral membrane protein
MRA_3313	3664231	3665415	1	protein_coding	conserved hypothetical protein
MRA_3314	3665420	3667714	1	protein_coding	putative sulfate transporter/carbonic anhydrase
MRA_3315	3667703	3668872	-1	protein_coding	acyl-CoA dehydrogenase FadE25
MRA_3316	3668897	3669421	-1	protein_coding	phosphoribosylaminoimidazole carboxylase catalytic subunit
MRA_3317	3669418	3670707	-1	protein_coding	phosphoribosylaminoimidazole carboxylase ATPase subunit
MRA_3318	3670661	3671479	1	protein_coding	putative conserved transmembrane protein
MRA_3319	3671434	3671952	-1	protein_coding	putative conserved transmembrane protein
MRA_3320	3671995	3672795	-1	protein_coding	putative bifunctional protein BirA
MRA_3321	3672845	3674491	1	protein_coding	propionyl-CoA carboxylase subunit beta AccD5
MRA_3322	3674472	3675005	1	protein_coding	hypothetical protein
MRA_3323	3675002	3675670	1	protein_coding	Maf-like protein
MRA_3324	3675711	3676604	1	protein_coding	thiosulfate sulfurtransferase SseA
MRA_3325	3676601	3677032	1	protein_coding	hypothetical protein
MRA_3326	3677140	3678942	1	protein_coding	acetyl-/propionyl-coenzyme A carboxylase alpha chain biotin carboxylase/biotin carboxyl carrier protein
MRA_3327	3678952	3679737	-1	protein_coding	sigma factor SigF
MRA_3328	3679734	3680171	-1	protein_coding	Anti-sigma factor RsbW
MRA_3329	3680369	3680782	-1	protein_coding	putative protein UsfY
MRA_3330	3680817	3681194	-1	protein_coding	putative transmembrane protein
MRA_3331	3681228	3682577	-1	protein_coding	L-lysine aminotransferase
MRA_3332	3682628	3683080	-1	protein_coding	leucine-responsive regulatory protein
MRA_3333	3683111	3684358	1	protein_coding	hypothetical protein
MRA_3334	3684385	3685869	1	protein_coding	piperideine-6-carboxylic acid dehydrogenase
MRA_3335	3685969	3686778	-1	protein_coding	hypothetical protein
MRA_3336	3686849	3687514	1	protein_coding	TetR-family transcriptional regulator
MRA_3337	3687558	3692099	1	protein_coding	ATP-dependent helicase Lhr
MRA_3338	3692103	3692870	1	protein_coding	endonuclease VIII
MRA_3339	3692893	3693807	-1	protein_coding	putative esterase lipoprotein LpqC
MRA_3340	3693834	3696746	-1	protein_coding	putative arylsulfatase AtsB
MRA_3341	3696766	3697683	-1	protein_coding	conserved hypothetical protein
MRA_3342	3697695	3698360	-1	protein_coding	phosphate transport system regulator PhoU-related protein
MRA_3343	3698468	3700225	-1	protein_coding	glycerol-3-phosphate dehydrogenase Glpd2
MRA_3344	3700240	3701721	-1	protein_coding	dihydrolipoamide dehydrogenase LpdA
MRA_3345	3701982	3702461	1	protein_coding	hypothetical protein
MRA_3346	3702480	3703649	-1	protein_coding	putative N-acyl-L-amino acid amidohydrolase AmiA1
MRA_3347	3703646	3704830	-1	protein_coding	putative amidase AmiB1
MRA_3348	3704895	3705701	1	protein_coding	purine nucleoside phosphorylase
MRA_3349	3705705	3707309	1	protein_coding	phosphomannomutase PmmB
MRA_3350	3707311	3707934	-1	protein_coding	Uracil phosphoribosyltransferase
MRA_3351	3708039	3708938	1	protein_coding	putative acid phosphatase
MRA_3352	3708962	3710224	1	protein_coding	hypothetical protein
MRA_3353	3710245	3711171	-1	protein_coding	conserved hypothetical protein
MRA_3354	3711546	3711857	-1	protein_coding	secreted protein antigen
MRA_3355	3711928	3713025	-1	protein_coding	adenosine deaminase
MRA_3356	3713025	3714308	-1	protein_coding	thymidine phosphorylase
MRA_3357	3714305	3714706	-1	protein_coding	cytidine deaminase
MRA_3358	3714943	3715281	1	protein_coding	succinate dehydrogenase cytochrome B-556 subunit SdhC
MRA_3359	3715278	3715712	1	protein_coding	succinate dehydrogenase hydrophobic membrane anchor subunit SdhD
MRA_3360	3715841	3717613	1	protein_coding	succinate dehydrogenase flavoprotein subunit SdhA
MRA_3361	3717613	3718404	1	protein_coding	succinate dehydrogenase iron-sulphur protein subunit SdhB
MRA_3362	3718483	3718911	-1	protein_coding	hypothetical protein
MRA_3363	3718915	3719157	-1	protein_coding	conserved hypothetical protein
MRA_3364	3719279	3719893	-1	protein_coding	putative methyltransferase
MRA_3365	3719890	3720555	-1	protein_coding	MoaD-MoaE fusion protein MoaX
MRA_3366	3720556	3721089	-1	protein_coding	molybdenum cofactor biosynthesis protein C3
MRA_3367	3721274	3721600	1	protein_coding	IS6110 hypothetical protein
MRA_3368	3721651	3722535	1	protein_coding	IS6110 transposase
MRA_3369	3722590	3724302	1	protein_coding	IS1547 transposase
MRA_3370	3724235	3725173	-1	protein_coding	RNA polymerase sigma-70 factor
MRA_3371	3725233	3726549	1	protein_coding	hypothetical protein
MRA_3372	3726618	3727835	1	protein_coding	putative penicillin-binding protein DacB1
MRA_3373	3727931	3729439	1	protein_coding	sugar-transport integral membrane protein SugI
MRA_3374	3729436	3730587	1	protein_coding	N-acetylglucosamine-6-phosphate deacetylase
MRA_3375	3730778	3731623	-1	protein_coding	hypothetical proline rich protein
MRA_3376	3732098	3732538	1	protein_coding	MerR family transcriptional regulator
MRA_3377	3732572	3733441	-1	protein_coding	putative conserved integral membrane protein
MRA_3378	3733462	3734472	-1	protein_coding	tryptophanyl-tRNA synthetase
MRA_3379	3734745	3735389	1	protein_coding	hypothetical protein
MRA_3380	3735456	3736685	-1	protein_coding	isocitrate dehydrogenase (NADP) Icd1
MRA_3381	3736968	3738317	1	protein_coding	O-acetylhomoserine sulfhydrylase
MRA_3382	3738329	3739468	1	protein_coding	homoserine O-acetyltransferase
MRA_3383	3739465	3740196	1	protein_coding	putative methyltransferase
MRA_3384	3740205	3746048	-1	protein_coding	PPE family protein
MRA_3385	3747271	3751887	-1	protein_coding	PE-PGRS family protein
MRA_3386	3752311	3752568	-1	protein_coding	hypothetical protein
MRA_3387	3752824	3762261	-1	protein_coding	PPE family protein
MRA_3388	3762878	3763369	1	protein_coding	putative transposase
MRA_3389	3763406	3764146	-1	protein_coding	putative transposase
MRA_3390	3765065	3776089	-1	protein_coding	PPE family protein
MRA_3391	3776109	3776417	-1	protein_coding	PPE family protein
MRA_3392	3776460	3777254	-1	protein_coding	hypothetical protein
MRA_3393	3777336	3777707	-1	protein_coding	putative oxidoreductase
MRA_3393A	3777850	3778110	-1	protein_coding	hypothetical protein
MRA_3394	3778225	3778614	1	protein_coding	hypothetical protein
MRA_3395	3778628	3778921	-1	protein_coding	hypothetical protein
MRA_3396	3778918	3779763	-1	protein_coding	methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase
MRA_3397	3779887	3780162	1	protein_coding	hypothetical protein
MRA_3398	3780159	3780416	1	protein_coding	hypothetical protein
MRA_3399	3780458	3781648	1	protein_coding	putative oxidoreductase
MRA_3400	3781765	3782133	1	protein_coding	hypothetical protein
MRA_3401	3782130	3782681	-1	protein_coding	conserved hypothetical protein
MRA_3402	3782688	3783269	-1	protein_coding	putative ATP/GTP-binding protein
MRA_3403	3783250	3783618	-1	protein_coding	hypothetical protein
MRA_3404	3783596	3783988	-1	protein_coding	hypothetical protein
MRA_3405	3783985	3786615	-1	protein_coding	hypothetical protein
MRA_3406	3786851	3787315	1	protein_coding	tRNA/rRNA methylase SpoU
MRA_3407	3787682	3789457	1	protein_coding	PE-PGRS family protein
MRA_3408	3789458	3790102	-1	protein_coding	putative oxidoreductase
MRA_3409	3790101	3790535	1	protein_coding	hypothetical protein
MRA_3410	3790624	3793863	-1	protein_coding	DNA polymerase III subunit alpha DnaE2
MRA_3411	3794055	3795395	1	protein_coding	hypothetical protein
MRA_3412	3795437	3796612	1	protein_coding	putative trehalose-phosphatase
MRA_3413	3796849	3797490	1	protein_coding	enoyl-CoA hydratase EchA18
MRA_3414	3797491	3797739	1	protein_coding	enoyl-CoA hydratase EchA18.1
MRA_3415	3797744	3799171	1	protein_coding	amidase AmiD
MRA_3416	3799279	3799932	1	protein_coding	conserved hypothetical protein
MRA_3417	3799971	3801476	-1	protein_coding	putative cyclase
MRA_3418	3801481	3802371	-1	protein_coding	hypothetical protein
MRA_3419	3802380	3803990	-1	protein_coding	1-deoxy-D-xylulose-5-phosphate synthase
MRA_3420	3804223	3805107	-1	protein_coding	IS6110 transposase
MRA_3421	3805158	3805484	-1	protein_coding	IS6110 hypothetical protein
MRA_3422	3805571	3806560	-1	protein_coding	putative lytB-related protein LytB1
MRA_3423	3806560	3807612	-1	protein_coding	putative polyprenyl synthetase IdsB
MRA_3424	3808366	3808758	-1	protein_coding	hypothetical protein
MRA_3425	3808758	3809066	-1	protein_coding	hypothetical protein
MRA_3426	3809215	3809919	1	protein_coding	putative transposase
MRA_3427	3809909	3810586	1	protein_coding	putative transposase
MRA_3428A	3810668	3813469	-1	protein_coding	hypothetical protein
MRA_3428	3810776	3812524	1	protein_coding	PE-PGRS family protein
MRA_3429	3813543	3814253	1	protein_coding	putative lipoprotein LpqD
MRA_3430	3814299	3816251	1	protein_coding	multi-functional enzyme with acyl-CoA-reductase activity AcrA1
MRA_3431	3816252	3817115	-1	protein_coding	cyclopropane-fatty-acyl-phospholipid synthase 1
MRA_3432	3817139	3818065	1	protein_coding	inosine-uridine preferring nucleoside hydrolase
MRA_3433	3818120	3819703	-1	protein_coding	hypothetical protein
MRA_3434	3819700	3820314	-1	protein_coding	hypothetical protein
MRA_3435	3820397	3821023	1	protein_coding	putative membrane protein
MRA_3436	3821179	3822756	-1	protein_coding	bifunctional GMP synthase/glutamine amidotransferase protein
MRA_3437	3822768	3823676	-1	protein_coding	phytoene synthase-related protein
MRA_3438	3823705	3824784	-1	protein_coding	putative multifunctional geranylgeranyl pyrophosphate synthetase IdsA1
MRA_3439	3824807	3825853	1	protein_coding	hypothetical protein
MRA_3440	3825917	3826705	1	protein_coding	haloacid dehalogenase-like family hydrolase
MRA_3441	3826720	3829080	1	protein_coding	hypothetical protein
MRA_3442	3829331	3830569	-1	protein_coding	conserved hypothetical protein
MRA_3443	3830940	3832541	-1	protein_coding	hypothetical protein
MRA_3444	3832558	3833262	-1	protein_coding	hypothetical protein
MRA_3445	3833380	3833946	-1	protein_coding	putative transcriptional regulatory protein
MRA_3446	3834008	3834895	1	protein_coding	putative dioxygenase
MRA_3447	3834930	3835229	1	protein_coding	hypothetical protein
MRA_3448	3835226	3835636	1	protein_coding	hypothetical protein
MRA_3449	3835669	3837405	-1	protein_coding	putative cholesterol oxidase precursor ChoD
MRA_3450	3837461	3838588	-1	protein_coding	inositol-5-monophosphate dehydrogenase
MRA_3451	3838608	3840197	-1	protein_coding	inositol-5-monophosphate dehydrogenase
MRA_3452	3840404	3840814	1	protein_coding	hypothetical protein
MRA_3453	3840824	3841723	-1	protein_coding	hypothetical alanine and proline rich protein
MRA_3454	3841716	3842354	-1	protein_coding	RNA polymerase sigma-70 factor
MRA_3455	3842372	3843199	-1	protein_coding	hypothetical protein
MRA_3456	3843570	3843878	1	protein_coding	transcriptional regulatory protein whib-like WhiB3
MRA_3457	3843950	3845569	-1	protein_coding	chaperonin GroEL
MRA_3458	3845664	3845966	-1	protein_coding	co-chaperonin GroES
MRA_3459	3846233	3847267	-1	protein_coding	O-sialoglycoprotein endopeptidase
MRA_3460	3847264	3847740	-1	protein_coding	ribosomal-protein-alanine acetyltransferase RimI
MRA_3461	3847737	3848372	-1	protein_coding	hypothetical protein
MRA_3462	3848369	3848875	-1	protein_coding	hypothetical protein
MRA_3463	3848872	3850098	-1	protein_coding	alanine racemase
MRA_3464	3850392	3850754	-1	protein_coding	hypothetical protein
MRA_3465	3850917	3851447	1	protein_coding	PPE family protein
MRA_3466	3851714	3852412	1	protein_coding	PPE family protein
MRA_3467	3852563	3853318	-1	protein_coding	ISMt2 transposase B
MRA_3468	3853416	3854648	-1	protein_coding	ISMt2 transposase A
MRA_3469	3855843	3856379	1	protein_coding	PPE family protein
MRA_3470	3856320	3857483	-1	protein_coding	IS1141-like transposase
MRA_3471	3857702	3857944	-1	protein_coding	hypothetical protein
MRA_3472	3857972	3858817	-1	protein_coding	putative transposase
MRA_3473	3859050	3860432	-1	protein_coding	glutamate decarboxylase
MRA_3474	3860470	3861891	-1	protein_coding	conserved hypothetical protein
MRA_3475	3861893	3862606	-1	protein_coding	putative conserved transmembrane protein
MRA_3476	3862617	3863471	-1	protein_coding	hypothetical protein
MRA_3477	3863693	3865567	-1	protein_coding	D-fructose-6-phosphate amidotransferase
MRA_3478	3865589	3866065	1	protein_coding	putative conserved transmembrane protein
MRA_3479	3866075	3866917	1	protein_coding	hypothetical protein
MRA_3480	3866937	3868340	-1	protein_coding	conserved hypothetical alanine and proline rich protein
MRA_3481	3868343	3868654	-1	protein_coding	hypothetical protein
MRA_3482	3868702	3870048	-1	protein_coding	putative phospho-sugar mutase
MRA_3483	3870173	3870628	-1	protein_coding	30S ribosomal protein S9
MRA_3484	3870625	3871068	-1	protein_coding	50S ribosomal protein L13
MRA_3485	3871301	3871603	-1	protein_coding	esat-6 like protein EsxT
MRA_3486	3871624	3872001	-1	protein_coding	esat-6 like protein EsxU
MRA_3487	3871994	3873208	-1	protein_coding	hypothetical alanine and valine rich protein
MRA_3488	3873205	3876915	-1	protein_coding	putative conserved membrane protein
MRA_3489	3877029	3878432	1	protein_coding	putative conserved integral membrane protein
MRA_3490	3878429	3879796	1	protein_coding	membrane-anchored mycosin MycP4
MRA_3491	3879761	3881173	-1	protein_coding	hypothetical protein
MRA_3492	3881294	3882082	1	protein_coding	putative cutinase precursor Cut3
MRA_3493	3882129	3882809	1	protein_coding	cutinase precursor Cut4
MRA_3494	3883081	3883413	1	protein_coding	putative conserved transmembrane protein
MRA_3495	3883436	3884767	1	protein_coding	hypothetical protein
MRA_3496	3884729	3885499	-1	protein_coding	tRNA pseudouridine synthase A
MRA_3497	3885567	3886109	-1	protein_coding	50S ribosomal protein L17
MRA_3498	3886141	3887184	-1	protein_coding	DNA-directed RNA polymerase subunit alpha
MRA_3499	3887336	3887941	-1	protein_coding	30S ribosomal protein S4
MRA_3500	3887950	3888369	-1	protein_coding	30S ribosomal protein S11
MRA_3501	3888373	3888747	-1	protein_coding	30S ribosomal protein S13
MRA_3502	3888963	3889076	-1	protein_coding	50S ribosomal protein L36
MRA_3503	3889109	3889330	-1	protein_coding	translation initiation factor IF-1
MRA_3504	3889584	3890441	1	protein_coding	hypothetical protein
MRA_3505	3890514	3891509	1	protein_coding	dTDP-glucose-4,6-dehydratase
MRA_3506	3891511	3892119	1	protein_coding	dTDP-4-dehydrorhamnose 3,5-epimerase
MRA_3507	3892641	3893594	1	protein_coding	hypothetical protein
MRA_3508	3893652	3894746	-1	protein_coding	dTDP-glucose-4,6-dehydratase-related protein
MRA_3509	3894750	3895760	-1	protein_coding	4-hydroxy-2-oxovalerate aldolase MhpE
MRA_3510	3895821	3897479	-1	protein_coding	putative acetolactate synthase large subunit
MRA_3511	3897485	3898018	-1	protein_coding	hypothetical protein
MRA_3512	3898039	3898545	1	protein_coding	hypothetical protein
MRA_3513	3898625	3899410	-1	protein_coding	putative peroxidase BpoA
MRA_3514	3899507	3899833	1	protein_coding	IS6110 hypothetical protein
MRA_3515	3899884	3900768	1	protein_coding	IS6110 transposase
MRA_3516	3901048	3902397	-1	protein_coding	dicarboxylic acid transport integral membrane protein KgtP
MRA_3517	3902770	3903066	1	protein_coding	PE family protein
MRA_3518	3903103	3904284	1	protein_coding	PPE family protein
MRA_3519	3904497	3907562	1	protein_coding	hypothetical protein
MRA_3520	3907586	3909079	-1	protein_coding	hypothetical protein
MRA_3521	3909170	3909859	-1	protein_coding	hypothetical protein
MRA_3522	3910001	3910783	-1	protein_coding	putative conserved membrane protein
MRA_3523	3910827	3911489	-1	protein_coding	hypothetical protein
MRA_3524	3911755	3913293	1	protein_coding	putative conserved protein CpsA
MRA_3525	3913299	3914243	-1	protein_coding	putative short-chain type dehydrogenase/reductase
MRA_3526	3914449	3914898	1	protein_coding	hypothetical protein
MRA_3527	3914851	3915684	-1	protein_coding	esterase LipF
MRA_3528	3916344	3916667	1	protein_coding	hypothetical protein
MRA_3529	3916749	3916913	1	protein_coding	hypothetical protein
MRA_3530	3916913	3918415	1	protein_coding	putative alpha, alpha-trehalose-phosphate synthase
MRA_3531	3918567	3919145	1	protein_coding	hypothetical protein
MRA_3532	3919142	3919624	-1	protein_coding	conserved hypothetical Mce associated protein
MRA_3533	3919624	3920352	-1	protein_coding	conserved hypothetical Mce associated alanine and valine rich protein
MRA_3534	3920352	3922046	-1	protein_coding	MCE-family protein Mce4F
MRA_3535	3922057	3923211	-1	protein_coding	MCE-family lipoprotein LprN
MRA_3536	3923208	3924563	-1	protein_coding	MCE-family protein Mce4D
MRA_3537	3924560	3925633	-1	protein_coding	MCE-family protein Mce4C
MRA_3538	3925623	3926675	-1	protein_coding	MCE-family protein Mce4B
MRA_3539	3926675	3927877	-1	protein_coding	MCE-family protein Mce4A
MRA_3540	3927897	3928739	-1	protein_coding	conserved hypothetical integral membrane protein YrbE4b
MRA_3541	3928774	3929538	-1	protein_coding	conserved hypothetical integral membrane protein YrbE4a
MRA_3542	3929764	3930717	-1	protein_coding	3-ketoacyl-(acyl-carrier-protein) reductase
MRA_3543	3930742	3930933	-1	protein_coding	putative ferredoxin FdxD
MRA_3544	3931148	3932350	1	protein_coding	acyl-CoA dehydrogenase FadE26
MRA_3545	3932375	3933496	1	protein_coding	acyl-CoA dehydrogenase FadE27
MRA_3546	3933567	3935075	1	protein_coding	fatty-acid-CoA ligase FadD17
MRA_3547	3935246	3939391	1	protein_coding	PE-PGRS family protein
MRA_3548	3939682	3944319	1	protein_coding	PE-PGRS family protein
MRA_3549	3946368	3947915	-1	protein_coding	putative acetohydroxyacid synthase IlvX
MRA_3550	3947912	3948748	-1	protein_coding	hypothetical protein
MRA_3551	3949108	3951261	1	protein_coding	PE-PGRS family protein
MRA_3552	3954592	3955248	-1	protein_coding	fatty-acid-CoA ligase FadD18
MRA_3553	3955294	3958929	1	protein_coding	PE-PGRS family protein
MRA_3554	3959490	3961136	-1	protein_coding	fatty-acid-CoA ligase FadD19
MRA_3555	3961210	3962001	1	protein_coding	enoyl-CoA hydratase EchA19
MRA_3556	3962097	3962936	1	protein_coding	hypothetical protein
MRA_3557	3962991	3964187	-1	protein_coding	putative cytochrome p450 monooxygenase 142 CYP142
MRA_3558	3964216	3964926	1	protein_coding	hypothetical protein
MRA_3559	3964991	3966034	-1	protein_coding	N5,N10-methylenetetrahydromethanopterin reductase-related protein
MRA_3560	3966187	3967098	1	protein_coding	hypothetical protein
MRA_3561	3967114	3968178	1	protein_coding	lipid transfer protein or keto acyl-CoA thiolase Ltp4
MRA_3562	3968195	3969379	1	protein_coding	keto acyl-CoA thiolase Ltp3
MRA_3563	3969421	3970452	1	protein_coding	putative conserved membrane protein
MRA_3564	3970466	3970990	-1	protein_coding	putative siderophore binding protein
MRA_3565	3971105	3972265	1	protein_coding	putative oxidoreductase
MRA_3566	3972271	3972720	1	protein_coding	hypothetical protein
MRA_3567	3973145	3973858	-1	protein_coding	hypothetical protein
MRA_3568	3974550	3975704	-1	protein_coding	hypothetical protein
MRA_3569	3975704	3976486	-1	protein_coding	putative oxidoreductase
MRA_3570	3976483	3977610	-1	protein_coding	hypothetical protein
MRA_3571	3978009	3979229	1	protein_coding	PPE family protein
MRA_3572	3979371	3981119	-1	protein_coding	PPE family protein
MRA_3573	3981218	3982258	-1	protein_coding	4-hydroxy-2-oxovalerate aldolase
MRA_3574	3982255	3983166	-1	protein_coding	acetaldehyde dehydrogenase
MRA_3575	3983177	3983962	-1	protein_coding	2-keto-4-pentenoate hydratase
